AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp
ca-central-1b,x1e.2xlarge,Windows,2.202,2019-12-30
ca-central-1a,x1e.2xlarge,Windows,0.9182,2019-12-30
ca-central-1b,r5.24xlarge,Windows,5.9425,2019-12-30
ca-central-1a,r5.24xlarge,Windows,5.9425,2019-12-30
ca-central-1b,r5.24xlarge,Red Hat Enterprise Linux,1.6565,2019-12-30
ca-central-1a,r5.24xlarge,Red Hat Enterprise Linux,1.6565,2019-12-30
ca-central-1b,r5.24xlarge,SUSE Linux,1.6265,2019-12-30
ca-central-1a,r5.24xlarge,SUSE Linux,1.6265,2019-12-30
ca-central-1b,r5.24xlarge,Linux/UNIX,1.5265,2019-12-30
ca-central-1a,r5.24xlarge,Linux/UNIX,1.5265,2019-12-30
ca-central-1b,d2.xlarge,Red Hat Enterprise Linux,0.2877,2019-12-30
ca-central-1a,d2.xlarge,Red Hat Enterprise Linux,0.2877,2019-12-30
ca-central-1b,d2.xlarge,SUSE Linux,0.3277,2019-12-30
ca-central-1a,d2.xlarge,SUSE Linux,0.3277,2019-12-30
ca-central-1b,d2.xlarge,Linux/UNIX,0.2277,2019-12-30
ca-central-1a,d2.xlarge,Linux/UNIX,0.2277,2019-12-30
ca-central-1b,d2.xlarge,Windows,0.4117,2019-12-30
ca-central-1a,d2.xlarge,Windows,0.4117,2019-12-30
ca-central-1b,i3.8xlarge,Red Hat Enterprise Linux,0.9556,2019-12-30
ca-central-1a,i3.8xlarge,Red Hat Enterprise Linux,0.9556,2019-12-30
ca-central-1b,i3.8xlarge,SUSE Linux,0.9256,2019-12-30
ca-central-1a,i3.8xlarge,SUSE Linux,0.9256,2019-12-30
ca-central-1b,i3.8xlarge,Linux/UNIX,0.8256,2019-12-30
ca-central-1a,i3.8xlarge,Linux/UNIX,0.8256,2019-12-30
ca-central-1b,i3.8xlarge,Windows,2.2976,2019-12-30
ca-central-1a,i3.8xlarge,Windows,2.2976,2019-12-30
ca-central-1b,c5.large,Red Hat Enterprise Linux,0.0937,2019-12-30
ca-central-1a,c5.large,Red Hat Enterprise Linux,0.0889,2019-12-30
ca-central-1b,c5.large,SUSE Linux,0.1337,2019-12-30
ca-central-1a,c5.large,SUSE Linux,0.1289,2019-12-30
ca-central-1b,c5.large,Linux/UNIX,0.0337,2019-12-30
ca-central-1a,c5.large,Linux/UNIX,0.0289,2019-12-30
ca-central-1b,c5.large,Windows,0.1209,2019-12-30
ca-central-1a,c5.large,Windows,0.1209,2019-12-30
ca-central-1b,t2.xlarge,Red Hat Enterprise Linux,0.1214,2019-12-30
ca-central-1a,t2.xlarge,Red Hat Enterprise Linux,0.1214,2019-12-30
ca-central-1b,t2.xlarge,SUSE Linux,0.1614,2019-12-30
ca-central-1a,t2.xlarge,SUSE Linux,0.1614,2019-12-30
ca-central-1b,t2.xlarge,Linux/UNIX,0.0614,2019-12-30
ca-central-1a,t2.xlarge,Linux/UNIX,0.0614,2019-12-30
ca-central-1b,t2.xlarge,Windows,0.1024,2019-12-30
ca-central-1a,t2.xlarge,Windows,0.1024,2019-12-30
ca-central-1b,t2.2xlarge,Red Hat Enterprise Linux,0.2529,2019-12-30
ca-central-1a,t2.2xlarge,Red Hat Enterprise Linux,0.2529,2019-12-30
ca-central-1b,t2.2xlarge,SUSE Linux,0.2229,2019-12-30
ca-central-1a,t2.2xlarge,SUSE Linux,0.2229,2019-12-30
ca-central-1b,t2.2xlarge,Linux/UNIX,0.1229,2019-12-30
ca-central-1a,t2.2xlarge,Linux/UNIX,0.1229,2019-12-30
ca-central-1b,t2.2xlarge,Windows,0.1849,2019-12-30
ca-central-1a,t2.2xlarge,Windows,0.1849,2019-12-30
ca-central-1b,m5a.2xlarge,Windows,0.4894,2019-12-30
ca-central-1a,m5a.2xlarge,Windows,0.4894,2019-12-30
ca-central-1b,m5a.2xlarge,Red Hat Enterprise Linux,0.2514,2019-12-30
ca-central-1a,m5a.2xlarge,Red Hat Enterprise Linux,0.2516,2019-12-30
ca-central-1b,m5a.2xlarge,SUSE Linux,0.2214,2019-12-30
ca-central-1a,m5a.2xlarge,SUSE Linux,0.2216,2019-12-30
ca-central-1b,m5a.2xlarge,Linux/UNIX,0.1214,2019-12-30
ca-central-1a,m5a.2xlarge,Linux/UNIX,0.1216,2019-12-30
ca-central-1b,c5.4xlarge,Windows,0.9673,2019-12-30
ca-central-1a,c5.4xlarge,Windows,0.9673,2019-12-30
ca-central-1b,c5.4xlarge,Red Hat Enterprise Linux,0.3613,2019-12-30
ca-central-1a,c5.4xlarge,Red Hat Enterprise Linux,0.3613,2019-12-30
ca-central-1b,c5.4xlarge,SUSE Linux,0.3313,2019-12-30
ca-central-1a,c5.4xlarge,SUSE Linux,0.3313,2019-12-30
ca-central-1b,c5.4xlarge,Linux/UNIX,0.2313,2019-12-30
ca-central-1a,c5.4xlarge,Linux/UNIX,0.2313,2019-12-30
ca-central-1b,r5.24xlarge,Windows,5.9425,2019-12-30
ca-central-1a,r5.24xlarge,Windows,5.9425,2019-12-30
ca-central-1b,r5.24xlarge,Red Hat Enterprise Linux,1.6565,2019-12-30
ca-central-1a,r5.24xlarge,Red Hat Enterprise Linux,1.6565,2019-12-30
ca-central-1b,r5.24xlarge,SUSE Linux,1.6265,2019-12-30
ca-central-1a,r5.24xlarge,SUSE Linux,1.6265,2019-12-30
ca-central-1b,r5.24xlarge,Linux/UNIX,1.5265,2019-12-30
ca-central-1a,r5.24xlarge,Linux/UNIX,1.5265,2019-12-30
ca-central-1b,m5ad.large,Red Hat Enterprise Linux,0.0904,2019-12-30
ca-central-1a,m5ad.large,Red Hat Enterprise Linux,0.0904,2019-12-30
ca-central-1b,m5ad.large,SUSE Linux,0.1304,2019-12-30
ca-central-1a,m5ad.large,SUSE Linux,0.1304,2019-12-30
ca-central-1b,m5ad.large,Linux/UNIX,0.0304,2019-12-30
ca-central-1a,m5ad.large,Linux/UNIX,0.0304,2019-12-30
ca-central-1b,m5ad.large,Windows,0.1224,2019-12-30
ca-central-1a,m5ad.large,Windows,0.1224,2019-12-30
ca-central-1b,c5d.9xlarge,Red Hat Enterprise Linux,0.6504,2019-12-30
ca-central-1a,c5d.9xlarge,Red Hat Enterprise Linux,0.6504,2019-12-30
ca-central-1b,c5d.9xlarge,SUSE Linux,0.6204,2019-12-30
ca-central-1a,c5d.9xlarge,SUSE Linux,0.6204,2019-12-30
ca-central-1b,c5d.9xlarge,Linux/UNIX,0.5204,2019-12-30
ca-central-1a,c5d.9xlarge,Linux/UNIX,0.5204,2019-12-30
ca-central-1a,r5a.4xlarge,Windows,0.9904,2019-12-30
ca-central-1b,c5d.9xlarge,Windows,2.1764,2019-12-30
ca-central-1a,c5d.9xlarge,Windows,2.1764,2019-12-30
ca-central-1b,m5d.metal,Red Hat Enterprise Linux,1.5871,2019-12-30
ca-central-1a,m5d.metal,Red Hat Enterprise Linux,1.5871,2019-12-30
ca-central-1b,m5d.metal,SUSE Linux,1.5571,2019-12-30
ca-central-1a,m5d.metal,SUSE Linux,1.5571,2019-12-30
ca-central-1b,m5d.metal,Linux/UNIX,1.4571,2019-12-30
ca-central-1a,m5d.metal,Linux/UNIX,1.4571,2019-12-30
ca-central-1b,r5a.2xlarge,Red Hat Enterprise Linux,0.2572,2019-12-30
ca-central-1a,r5a.2xlarge,Red Hat Enterprise Linux,0.2572,2019-12-30
ca-central-1b,r5a.2xlarge,SUSE Linux,0.2272,2019-12-30
ca-central-1a,r5a.2xlarge,SUSE Linux,0.2272,2019-12-30
ca-central-1b,r5a.2xlarge,Linux/UNIX,0.1272,2019-12-30
ca-central-1a,r5a.2xlarge,Linux/UNIX,0.1272,2019-12-30
ca-central-1b,r5a.2xlarge,Windows,0.4952,2019-12-30
ca-central-1a,r5a.2xlarge,Windows,0.4952,2019-12-30
ca-central-1b,m5d.metal,Windows,5.8731,2019-12-30
ca-central-1a,m5d.metal,Windows,5.8731,2019-12-30
ca-central-1b,m4.16xlarge,Windows,3.8691,2019-12-30
ca-central-1a,m4.16xlarge,Windows,3.8691,2019-12-30
ca-central-1b,m4.16xlarge,Red Hat Enterprise Linux,1.0551,2019-12-30
ca-central-1a,m4.16xlarge,Red Hat Enterprise Linux,1.0551,2019-12-30
ca-central-1b,m4.16xlarge,SUSE Linux,1.0251,2019-12-30
ca-central-1a,m4.16xlarge,SUSE Linux,1.0251,2019-12-30
ca-central-1b,m4.16xlarge,Linux/UNIX,0.9251,2019-12-30
ca-central-1a,m4.16xlarge,Linux/UNIX,0.9251,2019-12-30
ca-central-1a,t3.large,Red Hat Enterprise Linux,0.0932,2019-12-30
ca-central-1a,t3.large,SUSE Linux,0.1332,2019-12-30
ca-central-1a,t3.large,Linux/UNIX,0.0332,2019-12-30
ca-central-1a,r5.16xlarge,Red Hat Enterprise Linux,1.1985,2019-12-30
ca-central-1a,r5.16xlarge,SUSE Linux,1.1685,2019-12-30
ca-central-1a,r5.16xlarge,Linux/UNIX,1.0685,2019-12-30
ca-central-1a,i3en.3xlarge,Red Hat Enterprise Linux,1.5591,2019-12-30
ca-central-1a,i3en.3xlarge,SUSE Linux,1.5291,2019-12-30
ca-central-1a,i3en.3xlarge,Linux/UNIX,1.4291,2019-12-30
ca-central-1a,r5.large,Red Hat Enterprise Linux,0.0992,2019-12-30
ca-central-1a,r5.large,SUSE Linux,0.1392,2019-12-30
ca-central-1a,r5.large,Linux/UNIX,0.0392,2019-12-30
ca-central-1a,m5.12xlarge,Red Hat Enterprise Linux,0.8772,2019-12-30
ca-central-1a,m5.12xlarge,SUSE Linux,0.8472,2019-12-30
ca-central-1a,m5.12xlarge,Linux/UNIX,0.7472,2019-12-30
ca-central-1b,r5a.24xlarge,Red Hat Enterprise Linux,1.6565,2019-12-30
ca-central-1a,r5a.24xlarge,Red Hat Enterprise Linux,1.6565,2019-12-30
ca-central-1b,r5a.24xlarge,SUSE Linux,1.6265,2019-12-30
ca-central-1a,r5a.24xlarge,SUSE Linux,1.6265,2019-12-30
ca-central-1b,r5a.24xlarge,Linux/UNIX,1.5265,2019-12-30
ca-central-1a,r5a.24xlarge,Linux/UNIX,1.5265,2019-12-30
ca-central-1b,r5a.24xlarge,Windows,5.9425,2019-12-30
ca-central-1a,r5a.24xlarge,Windows,5.9425,2019-12-30
ca-central-1b,r5d.16xlarge,Windows,3.9616,2019-12-30
ca-central-1a,r5d.16xlarge,Windows,3.9616,2019-12-30
ca-central-1b,r5d.16xlarge,Red Hat Enterprise Linux,1.1476,2019-12-30
ca-central-1a,r5d.16xlarge,Red Hat Enterprise Linux,1.1476,2019-12-30
ca-central-1b,r5d.16xlarge,SUSE Linux,1.1176,2019-12-30
ca-central-1a,r5d.16xlarge,SUSE Linux,1.1176,2019-12-30
ca-central-1b,r5d.16xlarge,Linux/UNIX,1.0176,2019-12-30
ca-central-1a,r5d.16xlarge,Linux/UNIX,1.0176,2019-12-30
ca-central-1b,i3en.xlarge,Windows,0.684,2019-12-30
ca-central-1a,i3en.xlarge,Windows,0.684,2019-12-30
ca-central-1b,i3en.xlarge,Red Hat Enterprise Linux,0.56,2019-12-30
ca-central-1a,i3en.xlarge,Red Hat Enterprise Linux,0.56,2019-12-30
ca-central-1b,i3en.xlarge,SUSE Linux,0.6,2019-12-30
ca-central-1a,i3en.xlarge,SUSE Linux,0.6,2019-12-30
ca-central-1b,i3en.xlarge,Linux/UNIX,0.5,2019-12-30
ca-central-1a,i3en.xlarge,Linux/UNIX,0.5,2019-12-30
ca-central-1b,i3en.24xlarge,Windows,16.416,2019-12-30
ca-central-1a,i3en.24xlarge,Windows,8.016,2019-12-30
ca-central-1b,i3en.24xlarge,Red Hat Enterprise Linux,12.13,2019-12-30
ca-central-1a,i3en.24xlarge,Red Hat Enterprise Linux,3.73,2019-12-30
ca-central-1b,i3en.24xlarge,SUSE Linux,12.1,2019-12-30
ca-central-1a,i3en.24xlarge,SUSE Linux,3.7,2019-12-30
ca-central-1b,i3en.24xlarge,Linux/UNIX,12,2019-12-30
ca-central-1a,i3en.24xlarge,Linux/UNIX,3.6,2019-12-30
ca-central-1b,m5ad.4xlarge,Red Hat Enterprise Linux,0.3728,2019-12-30
ca-central-1a,m5ad.4xlarge,Red Hat Enterprise Linux,0.3728,2019-12-30
ca-central-1b,m5ad.4xlarge,SUSE Linux,0.3428,2019-12-30
ca-central-1a,m5ad.4xlarge,SUSE Linux,0.3428,2019-12-30
ca-central-1b,m5ad.4xlarge,Linux/UNIX,0.2428,2019-12-30
ca-central-1a,m5ad.4xlarge,Linux/UNIX,0.2428,2019-12-30
ca-central-1b,r5a.8xlarge,Red Hat Enterprise Linux,0.6388,2019-12-30
ca-central-1b,r5a.8xlarge,SUSE Linux,0.6088,2019-12-30
ca-central-1b,r5a.8xlarge,Linux/UNIX,0.5088,2019-12-30
ca-central-1b,r5a.8xlarge,Windows,1.9808,2019-12-30
ca-central-1b,m5ad.4xlarge,Windows,0.9788,2019-12-30
ca-central-1a,m5ad.4xlarge,Windows,0.9788,2019-12-30
ca-central-1b,c5n.2xlarge,Red Hat Enterprise Linux,0.2456,2019-12-30
ca-central-1a,c5n.2xlarge,Red Hat Enterprise Linux,0.2456,2019-12-30
ca-central-1b,c5n.2xlarge,SUSE Linux,0.2156,2019-12-30
ca-central-1a,c5n.2xlarge,SUSE Linux,0.2156,2019-12-30
ca-central-1b,c5n.2xlarge,Linux/UNIX,0.1156,2019-12-30
ca-central-1a,c5n.2xlarge,Linux/UNIX,0.1156,2019-12-30
ca-central-1b,c5n.2xlarge,Windows,0.4836,2019-12-30
ca-central-1a,c5n.2xlarge,Windows,0.4836,2019-12-30
ca-central-1b,p3.2xlarge,Windows,1.3778,2019-12-30
ca-central-1b,p3.2xlarge,Red Hat Enterprise Linux,1.1398,2019-12-30
ca-central-1b,p3.2xlarge,SUSE Linux,1.1098,2019-12-30
ca-central-1b,p3.2xlarge,Linux/UNIX,1.0098,2019-12-30
ca-central-1a,r5a.16xlarge,Red Hat Enterprise Linux,2.2601,2019-12-30
ca-central-1a,r5a.16xlarge,SUSE Linux,2.2301,2019-12-30
ca-central-1a,r5a.16xlarge,Linux/UNIX,2.1301,2019-12-30
ca-central-1a,r5a.8xlarge,Red Hat Enterprise Linux,0.7978,2019-12-30
ca-central-1a,r5a.8xlarge,SUSE Linux,0.7678,2019-12-30
ca-central-1a,r5a.8xlarge,Linux/UNIX,0.6678,2019-12-30
ca-central-1a,i3en.6xlarge,Windows,2.8232,2019-12-30
ca-central-1a,r5.xlarge,Red Hat Enterprise Linux,0.1387,2019-12-30
ca-central-1a,r5.xlarge,SUSE Linux,0.1787,2019-12-30
ca-central-1a,r5.xlarge,Linux/UNIX,0.0787,2019-12-30
ca-central-1b,t2.large,Windows,0.0587,2019-12-30
ca-central-1a,t2.large,Windows,0.0587,2019-12-30
ca-central-1b,t2.large,Red Hat Enterprise Linux,0.0907,2019-12-30
ca-central-1a,t2.large,Red Hat Enterprise Linux,0.0907,2019-12-30
ca-central-1b,t2.large,SUSE Linux,0.1307,2019-12-30
ca-central-1a,t2.large,SUSE Linux,0.1307,2019-12-30
ca-central-1b,t2.large,Linux/UNIX,0.0307,2019-12-30
ca-central-1a,t2.large,Linux/UNIX,0.0307,2019-12-30
ca-central-1b,r5ad.2xlarge,Windows,0.4952,2019-12-30
ca-central-1a,r5ad.2xlarge,Windows,0.8892,2019-12-30
ca-central-1b,r5ad.2xlarge,Red Hat Enterprise Linux,0.2572,2019-12-30
ca-central-1a,r5ad.2xlarge,Red Hat Enterprise Linux,0.6685,2019-12-30
ca-central-1b,r5ad.2xlarge,SUSE Linux,0.2272,2019-12-30
ca-central-1a,r5ad.2xlarge,SUSE Linux,0.6385,2019-12-30
ca-central-1b,r5ad.2xlarge,Linux/UNIX,0.1272,2019-12-30
ca-central-1a,r5ad.2xlarge,Linux/UNIX,0.5385,2019-12-30
ca-central-1b,i3en.large,Windows,0.342,2019-12-30
ca-central-1a,i3en.large,Windows,0.342,2019-12-30
ca-central-1b,c5.24xlarge,Red Hat Enterprise Linux,1.5177,2019-12-30
ca-central-1a,c5.24xlarge,Red Hat Enterprise Linux,1.5177,2019-12-30
ca-central-1b,c5.24xlarge,SUSE Linux,1.4877,2019-12-30
ca-central-1a,c5.24xlarge,SUSE Linux,1.4877,2019-12-30
ca-central-1b,c5.24xlarge,Linux/UNIX,1.3877,2019-12-30
ca-central-1a,c5.24xlarge,Linux/UNIX,1.3877,2019-12-30
ca-central-1b,r5.2xlarge,Windows,0.4952,2019-12-30
ca-central-1a,r5.2xlarge,Windows,0.4952,2019-12-30
ca-central-1b,i3en.large,Red Hat Enterprise Linux,0.31,2019-12-30
ca-central-1a,i3en.large,Red Hat Enterprise Linux,0.31,2019-12-30
ca-central-1b,i3en.large,SUSE Linux,0.35,2019-12-30
ca-central-1a,i3en.large,SUSE Linux,0.35,2019-12-30
ca-central-1b,i3en.large,Linux/UNIX,0.25,2019-12-30
ca-central-1a,i3en.large,Linux/UNIX,0.25,2019-12-30
ca-central-1b,r5.2xlarge,Red Hat Enterprise Linux,0.2572,2019-12-30
ca-central-1a,r5.2xlarge,Red Hat Enterprise Linux,0.2572,2019-12-30
ca-central-1b,r5.2xlarge,SUSE Linux,0.2272,2019-12-30
ca-central-1a,r5.2xlarge,SUSE Linux,0.2272,2019-12-30
ca-central-1b,r5.2xlarge,Linux/UNIX,0.1272,2019-12-30
ca-central-1a,r5.2xlarge,Linux/UNIX,0.1272,2019-12-30
ca-central-1a,c5.large,Red Hat Enterprise Linux,0.0889,2019-12-30
ca-central-1a,c5.large,SUSE Linux,0.1289,2019-12-30
ca-central-1a,c5.large,Linux/UNIX,0.0289,2019-12-30
ca-central-1b,c5.24xlarge,Windows,5.8037,2019-12-30
ca-central-1a,c5.24xlarge,Windows,5.8037,2019-12-30
ca-central-1b,c5.large,Windows,0.1209,2019-12-30
ca-central-1a,c5.large,Windows,0.1209,2019-12-30
ca-central-1b,c5.2xlarge,Windows,0.4836,2019-12-30
ca-central-1a,c5.2xlarge,Windows,0.4836,2019-12-30
ca-central-1b,r4.16xlarge,Red Hat Enterprise Linux,1.1561,2019-12-30
ca-central-1b,r4.16xlarge,SUSE Linux,1.1261,2019-12-30
ca-central-1b,r4.16xlarge,Linux/UNIX,1.0261,2019-12-30
ca-central-1b,m5.12xlarge,Red Hat Enterprise Linux,0.881,2019-12-30
ca-central-1b,m5.12xlarge,SUSE Linux,0.851,2019-12-30
ca-central-1b,m5.12xlarge,Linux/UNIX,0.751,2019-12-30
ca-central-1a,c5.2xlarge,Red Hat Enterprise Linux,0.2456,2019-12-30
ca-central-1a,c5.2xlarge,SUSE Linux,0.2156,2019-12-30
ca-central-1a,c5.2xlarge,Linux/UNIX,0.1156,2019-12-30
ca-central-1b,r5.16xlarge,Red Hat Enterprise Linux,1.1755,2019-12-30
ca-central-1b,r5.16xlarge,SUSE Linux,1.1455,2019-12-30
ca-central-1b,r5.16xlarge,Linux/UNIX,1.0455,2019-12-30
ca-central-1b,t3a.small,Windows,0.0247,2019-12-30
ca-central-1a,t3a.small,Windows,0.0247,2019-12-30
ca-central-1a,i3en.6xlarge,Red Hat Enterprise Linux,1.7796,2019-12-30
ca-central-1a,i3en.6xlarge,SUSE Linux,1.7496,2019-12-30
ca-central-1a,i3en.6xlarge,Linux/UNIX,1.6496,2019-12-30
ca-central-1a,m5.16xlarge,Red Hat Enterprise Linux,1.1698,2019-12-30
ca-central-1a,m5.16xlarge,SUSE Linux,1.1398,2019-12-30
ca-central-1a,m5.16xlarge,Linux/UNIX,1.0398,2019-12-30
ca-central-1b,g3.16xlarge,Red Hat Enterprise Linux,1.8292,2019-12-30
ca-central-1a,g3.16xlarge,Red Hat Enterprise Linux,1.8292,2019-12-30
ca-central-1b,g3.16xlarge,SUSE Linux,1.7992,2019-12-30
ca-central-1a,g3.16xlarge,SUSE Linux,1.7992,2019-12-30
ca-central-1b,g3.16xlarge,Linux/UNIX,1.6992,2019-12-30
ca-central-1a,g3.16xlarge,Linux/UNIX,1.6992,2019-12-30
ca-central-1b,g3.16xlarge,Windows,4.6432,2019-12-30
ca-central-1a,g3.16xlarge,Windows,4.6432,2019-12-30
ca-central-1b,c5d.xlarge,Windows,0.2418,2019-12-30
ca-central-1a,c5d.xlarge,Windows,0.2418,2019-12-30
ca-central-1b,c5d.xlarge,Red Hat Enterprise Linux,0.1178,2019-12-30
ca-central-1a,c5d.xlarge,Red Hat Enterprise Linux,0.1178,2019-12-30
ca-central-1b,c5d.xlarge,SUSE Linux,0.1578,2019-12-30
ca-central-1a,c5d.xlarge,SUSE Linux,0.1578,2019-12-30
ca-central-1b,c5d.xlarge,Linux/UNIX,0.0578,2019-12-30
ca-central-1a,c5d.xlarge,Linux/UNIX,0.0578,2019-12-30
ca-central-1b,t3.2xlarge,Windows,0.2586,2019-12-30
ca-central-1a,t3.2xlarge,Windows,0.2586,2019-12-30
ca-central-1b,t3.2xlarge,Red Hat Enterprise Linux,0.2414,2019-12-30
ca-central-1a,t3.2xlarge,Red Hat Enterprise Linux,0.2414,2019-12-30
ca-central-1b,t3.2xlarge,SUSE Linux,0.2114,2019-12-30
ca-central-1a,t3.2xlarge,SUSE Linux,0.2114,2019-12-30
ca-central-1b,t3.2xlarge,Linux/UNIX,0.1114,2019-12-30
ca-central-1a,t3.2xlarge,Linux/UNIX,0.1114,2019-12-30
ca-central-1b,m5.16xlarge,Windows,3.9154,2019-12-30
ca-central-1a,m5.16xlarge,Windows,3.9154,2019-12-30
ca-central-1b,m5.16xlarge,Red Hat Enterprise Linux,1.1518,2019-12-30
ca-central-1a,m5.16xlarge,Red Hat Enterprise Linux,1.1766,2019-12-30
ca-central-1b,m5.16xlarge,SUSE Linux,1.1218,2019-12-30
ca-central-1a,m5.16xlarge,SUSE Linux,1.1466,2019-12-30
ca-central-1b,m5.16xlarge,Linux/UNIX,1.0218,2019-12-30
ca-central-1a,m5.16xlarge,Linux/UNIX,1.0466,2019-12-30
ca-central-1b,m5ad.12xlarge,Red Hat Enterprise Linux,0.8585,2019-12-30
ca-central-1a,m5ad.12xlarge,Red Hat Enterprise Linux,0.8585,2019-12-30
ca-central-1b,m5ad.12xlarge,SUSE Linux,0.8285,2019-12-30
ca-central-1a,m5ad.12xlarge,SUSE Linux,0.8285,2019-12-30
ca-central-1b,m5ad.12xlarge,Linux/UNIX,0.7285,2019-12-30
ca-central-1a,m5ad.12xlarge,Linux/UNIX,0.7285,2019-12-30
ca-central-1b,m5ad.12xlarge,Windows,2.9365,2019-12-30
ca-central-1a,m5ad.12xlarge,Windows,2.9365,2019-12-30
ca-central-1b,r5ad.12xlarge,Windows,2.9712,2019-12-30
ca-central-1a,r5ad.12xlarge,Windows,2.9712,2019-12-30
ca-central-1b,r5ad.12xlarge,Red Hat Enterprise Linux,0.8932,2019-12-30
ca-central-1a,r5ad.12xlarge,Red Hat Enterprise Linux,0.8932,2019-12-30
ca-central-1b,r5ad.12xlarge,SUSE Linux,0.8632,2019-12-30
ca-central-1a,r5ad.12xlarge,SUSE Linux,0.8632,2019-12-30
ca-central-1b,r5ad.12xlarge,Linux/UNIX,0.7632,2019-12-30
ca-central-1a,r5ad.12xlarge,Linux/UNIX,0.7632,2019-12-30
ca-central-1b,r5.xlarge,Red Hat Enterprise Linux,0.1387,2019-12-30
ca-central-1a,r5.xlarge,Red Hat Enterprise Linux,0.1389,2019-12-30
ca-central-1b,r5.xlarge,SUSE Linux,0.1787,2019-12-30
ca-central-1a,r5.xlarge,SUSE Linux,0.1789,2019-12-30
ca-central-1b,r5.xlarge,Linux/UNIX,0.0787,2019-12-30
ca-central-1a,r5.xlarge,Linux/UNIX,0.0789,2019-12-30
ca-central-1b,r5.xlarge,Windows,0.2476,2019-12-30
ca-central-1a,r5.xlarge,Windows,0.2476,2019-12-30
ca-central-1b,m5.24xlarge,Windows,5.8731,2019-12-30
ca-central-1a,m5.24xlarge,Windows,5.8731,2019-12-30
ca-central-1b,m5.24xlarge,Red Hat Enterprise Linux,1.5871,2019-12-30
ca-central-1a,m5.24xlarge,Red Hat Enterprise Linux,1.5871,2019-12-30
ca-central-1b,m5.24xlarge,SUSE Linux,1.5571,2019-12-30
ca-central-1a,m5.24xlarge,SUSE Linux,1.5571,2019-12-30
ca-central-1b,m5.24xlarge,Linux/UNIX,1.4571,2019-12-30
ca-central-1a,m5.24xlarge,Linux/UNIX,1.4571,2019-12-30
ca-central-1b,m5a.12xlarge,Red Hat Enterprise Linux,0.8585,2019-12-30
ca-central-1a,m5a.12xlarge,Red Hat Enterprise Linux,0.8585,2019-12-30
ca-central-1b,m5a.12xlarge,SUSE Linux,0.8285,2019-12-30
ca-central-1a,m5a.12xlarge,SUSE Linux,0.8285,2019-12-30
ca-central-1b,m5a.12xlarge,Linux/UNIX,0.7285,2019-12-30
ca-central-1a,m5a.12xlarge,Linux/UNIX,0.7285,2019-12-30
ca-central-1b,m5a.12xlarge,Windows,2.9365,2019-12-30
ca-central-1a,m5a.12xlarge,Windows,2.9365,2019-12-30
ca-central-1b,c5.xlarge,Windows,0.2418,2019-12-30
ca-central-1a,c5.xlarge,Windows,0.2418,2019-12-30
ca-central-1b,c5.xlarge,Red Hat Enterprise Linux,0.1178,2019-12-30
ca-central-1a,c5.xlarge,Red Hat Enterprise Linux,0.1178,2019-12-30
ca-central-1b,c5.xlarge,SUSE Linux,0.1578,2019-12-30
ca-central-1a,c5.xlarge,SUSE Linux,0.1578,2019-12-30
ca-central-1b,c5.xlarge,Linux/UNIX,0.0578,2019-12-30
ca-central-1a,c5.xlarge,Linux/UNIX,0.0578,2019-12-30
ca-central-1b,t3.large,Red Hat Enterprise Linux,0.0946,2019-12-30
ca-central-1b,t3.large,SUSE Linux,0.1346,2019-12-30
ca-central-1b,t3.large,Linux/UNIX,0.0346,2019-12-30
ca-central-1b,i3.2xlarge,Red Hat Enterprise Linux,0.3778,2019-12-30
ca-central-1b,i3.2xlarge,SUSE Linux,0.3478,2019-12-30
ca-central-1b,i3.2xlarge,Linux/UNIX,0.2478,2019-12-30
ca-central-1b,m5ad.xlarge,Red Hat Enterprise Linux,0.1207,2019-12-30
ca-central-1a,m5ad.xlarge,Red Hat Enterprise Linux,0.1207,2019-12-30
ca-central-1b,m5ad.xlarge,SUSE Linux,0.1607,2019-12-30
ca-central-1a,m5ad.xlarge,SUSE Linux,0.1607,2019-12-30
ca-central-1b,m5ad.xlarge,Linux/UNIX,0.0607,2019-12-30
ca-central-1a,m5ad.xlarge,Linux/UNIX,0.0607,2019-12-30
ca-central-1b,r5d.2xlarge,Windows,0.4952,2019-12-30
ca-central-1a,r5d.2xlarge,Windows,0.4952,2019-12-30
ca-central-1b,m5ad.xlarge,Windows,0.2447,2019-12-30
ca-central-1a,m5ad.xlarge,Windows,0.2447,2019-12-30
ca-central-1b,r5d.2xlarge,Red Hat Enterprise Linux,0.2572,2019-12-30
ca-central-1a,r5d.2xlarge,Red Hat Enterprise Linux,0.2572,2019-12-30
ca-central-1b,r5d.2xlarge,SUSE Linux,0.2272,2019-12-30
ca-central-1a,r5d.2xlarge,SUSE Linux,0.2272,2019-12-30
ca-central-1b,r5d.2xlarge,Linux/UNIX,0.1272,2019-12-30
ca-central-1a,r5d.2xlarge,Linux/UNIX,0.1272,2019-12-30
ca-central-1b,d2.2xlarge,Windows,0.8234,2019-12-30
ca-central-1a,d2.2xlarge,Windows,0.8234,2019-12-30
ca-central-1b,d2.2xlarge,Red Hat Enterprise Linux,0.5854,2019-12-30
ca-central-1a,d2.2xlarge,Red Hat Enterprise Linux,0.5854,2019-12-30
ca-central-1b,d2.2xlarge,SUSE Linux,0.5554,2019-12-30
ca-central-1a,d2.2xlarge,SUSE Linux,0.5554,2019-12-30
